device_id,timestamp,temperature,vaccine_type,batch
130600112769,2026-01-30T22:22:41.975297,13.44,COVID-19,BATCH-2024-001
130600112769,2026-01-30T22:37:41.975297,10.03,COVID-19,BATCH-2024-001
130600112769,2026-01-30T22:52:41.975297,12.60,COVID-19,BATCH-2024-001
130600112769,2026-01-30T23:07:41.975297,13.37,COVID-19,BATCH-2024-001
130600112769,2026-01-30T23:22:41.975297,10.35,COVID-19,BATCH-2024-001
130600112769,2026-01-30T23:37:41.975297,13.11,COVID-19,BATCH-2024-001
130600112769,2026-01-30T23:52:41.975297,11.74,COVID-19,BATCH-2024-001
130600112769,2026-01-31T00:07:41.975297,13.86,COVID-19,BATCH-2024-001
130600112769,2026-01-31T00:22:41.975297,13.24,COVID-19,BATCH-2024-001
130600112769,2026-01-31T00:37:41.975297,13.74,COVID-19,BATCH-2024-001
130600112769,2026-01-31T00:52:41.975297,11.39,COVID-19,BATCH-2024-001
130600112769,2026-01-31T01:07:41.975297,11.81,COVID-19,BATCH-2024-001
130600112769,2026-01-31T01:22:41.975297,10.07,COVID-19,BATCH-2024-001
130600112769,2026-01-31T01:37:41.975297,12.68,COVID-19,BATCH-2024-001
130600112769,2026-01-31T01:52:41.975297,13.95,COVID-19,BATCH-2024-001
130600112769,2026-01-31T02:07:41.975297,10.25,COVID-19,BATCH-2024-001
130600112769,2026-01-31T02:22:41.975297,11.46,COVID-19,BATCH-2024-001
130600112769,2026-01-31T02:37:41.975297,10.18,COVID-19,BATCH-2024-001
130600112769,2026-01-31T02:52:41.975297,13.02,COVID-19,BATCH-2024-001
130600112769,2026-01-31T03:07:41.975297,13.10,COVID-19,BATCH-2024-001
130600112769,2026-01-31T03:22:41.975297,13.57,COVID-19,BATCH-2024-001
130600112769,2026-01-31T03:37:41.975297,13.73,COVID-19,BATCH-2024-001
130600112769,2026-01-31T03:52:41.975297,10.30,COVID-19,BATCH-2024-001
130600112769,2026-01-31T04:07:41.975297,13.37,COVID-19,BATCH-2024-001
130600112769,2026-01-31T04:22:41.975297,11.60,COVID-19,BATCH-2024-001
130600112769,2026-01-31T04:37:41.975297,10.57,COVID-19,BATCH-2024-001
130600112769,2026-01-31T04:52:41.975297,11.16,COVID-19,BATCH-2024-001
130600112769,2026-01-31T05:07:41.975297,11.33,COVID-19,BATCH-2024-001
130600112769,2026-01-31T05:22:41.975297,11.81,COVID-19,BATCH-2024-001
130600112769,2026-01-31T05:37:41.975297,12.50,COVID-19,BATCH-2024-001
130600112769,2026-01-31T05:52:41.975297,10.27,COVID-19,BATCH-2024-001
130600112769,2026-01-31T06:07:41.975297,12.70,COVID-19,BATCH-2024-001
130600112769,2026-01-31T06:22:41.975297,12.03,COVID-19,BATCH-2024-001
130600112769,2026-01-31T06:37:41.975297,10.50,COVID-19,BATCH-2024-001
130600112769,2026-01-31T06:52:41.975297,11.68,COVID-19,BATCH-2024-001
130600112769,2026-01-31T07:07:41.975297,10.33,COVID-19,BATCH-2024-001
130600112769,2026-01-31T07:22:41.975297,10.29,COVID-19,BATCH-2024-001
130600112769,2026-01-31T07:37:41.975297,13.06,COVID-19,BATCH-2024-001
130600112769,2026-01-31T07:52:41.975297,10.35,COVID-19,BATCH-2024-001
130600112769,2026-01-31T08:07:41.975297,13.44,COVID-19,BATCH-2024-001
130600112769,2026-01-31T08:22:41.975297,12.68,COVID-19,BATCH-2024-001
130600112769,2026-01-31T08:37:41.975297,10.26,COVID-19,BATCH-2024-001
130600112769,2026-01-31T08:52:41.975297,11.01,COVID-19,BATCH-2024-001
130600112769,2026-01-31T09:07:41.975297,11.35,COVID-19,BATCH-2024-001
130600112769,2026-01-31T09:22:41.975297,12.71,COVID-19,BATCH-2024-001
130600112769,2026-01-31T09:37:41.975297,11.02,COVID-19,BATCH-2024-001
130600112769,2026-01-31T09:52:41.975297,12.81,COVID-19,BATCH-2024-001
130600112769,2026-01-31T10:07:41.975297,11.88,COVID-19,BATCH-2024-001
130600112769,2026-01-31T10:22:41.975297,12.08,COVID-19,BATCH-2024-001
130600112769,2026-01-31T10:37:41.975297,10.10,COVID-19,BATCH-2024-001
130600112769,2026-01-31T10:52:41.975297,12.14,COVID-19,BATCH-2024-001
130600112769,2026-01-31T11:07:41.975297,14.00,COVID-19,BATCH-2024-001
130600112769,2026-01-31T11:22:41.975297,13.08,COVID-19,BATCH-2024-001
130600112769,2026-01-31T11:37:41.975297,10.26,COVID-19,BATCH-2024-001
130600112769,2026-01-31T11:52:41.975297,13.09,COVID-19,BATCH-2024-001
130600112769,2026-01-31T12:07:41.975297,11.22,COVID-19,BATCH-2024-001
130600112769,2026-01-31T12:22:41.975297,12.76,COVID-19,BATCH-2024-001
130600112769,2026-01-31T12:37:41.975297,11.85,COVID-19,BATCH-2024-001
